mtSNP	Position	Info	Haplogroups
489C	489	VARIANT	J1b1a1a,J1b1a1b,J1b1a1c,J1b1a1d,J1b1a1e,J1b1a1+146,J1b1a1,J1b1a2a,J1b1a2b,J1b1a2,J1b1a3,J1b1a,J1b1b1a,J1b1b1b,J1b1b1c,J1b1b1,J1b1b2,J1b1b3,J1b1b,J1b1,J1b2a,J1b2,J1b3a,J1b3b1,J1b3b,J1b3,J1b4a1,J1b4a2,J1b4a,J1b4,J1b5a1,J1b5a,J1b5,J1b6a,J1b6b,J1b6,J1b7a,J1b7,J1b8,J1b9,J1b,J1c1a,J1c1b1a1,J1c1b1a,J1c1b1,J1c1b2a,J1c1b2,J1c1b,J1c1c,J1c1d,J1c1e,J1c1f,J1c1g1,J1c1g,J1c1h,J1c1,J1c2a1a,J1c2a1,J1c2a2,J1c2a3,J1c2a,J1c2b1,J1c2b2,J1c2b3,J1c2b4,J1c2b5,J1c2b,J1c2c1a,J1c2c1,J1c2c2a,J1c2c2,J1c2c3,J1c2c,J1c2d,J1c2e1,J1c2e2,J1c2e,J1c2f,J1c2g,J1c2h,J1c2i,J1c2j,J1c2k,J1c2l,J1c2m1,J1c2m,J1c2n1,J1c2n,J1c2o,J1c2p,J1c2q1,J1c2q,J1c2r,J1c2s1,J1c2s,J1c2t,J1c2,J1c3a1,J1c3a2,J1c3a,J1c3b1a,J1c3b1,J1c3b2,J1c3b,J1c3c1,J1c3c2,J1c3c,J1c3d,J1c3e1,J1c3e2,J1c3e,J1c3f,J1c3g,J1c3h,J1c3i,J1c3j,J1c3k,J1c3m,J1c3+189,J1c3,J1c4b,J1c4c,J1c4,J1c5a1,J1c5a,J1c5b,J1c5c1,J1c5c,J1c5d,J1c5e,J1c5f,J1c5,J1c6a,J1c6,J1c7a,J1c7,J1c12a,J1c12b,J1c12,J1c13,J1c+16261+189,J1c14,J1c+16261,J1c8a1a,J1c8a1,J1c8a2,J1c8a,J1c8b,J1c8,J1c9,J1c10a,J1c10,J1c11a,J1c11,J1c15a1,J1c15a,J1c15b,J1c15,J1c16,J1c17a,J1c17,J1c,J1d1a1a,J1d1a1,J1d1a,J1d1b1,J1d1b,J1d1,J1d2a,J1d2,J1d3a1,J1d3a2,J1d3a,J1d3,J1d4,J1d5a,J1d5,J1d6a,J1d6,J1d,J1+16193,J1,J2a1a1a1,J2a1a1a2a,J2a1a1a2,J2a1a1a3,J2a1a1a,J2a1a1b,J2a1a1c,J2a1a1d,J2a1a1e,J2a1a1,J2a1a2a1a,J2a1a2a1,J2a1a2a,J2a1a2,J2a1a,J2a1,J2a2a1a1,J2a2a1a,J2a2a1+16311,J2a2a1,J2a2a2,J2a2a,J2a2b1a,J2a2b1,J2a2b2,J2a2b3,J2a2b,J2a2c1,J2a2c,J2a2d,J2a2e,J2a2,J2a,J2b1a1a,J2b1a1,J2b1a2a,J2b1a2,J2b1a3,J2b1a4,J2b1a5,J2b1a+16311,J2b1a6,J2b1a,J2b1b1,J2b1b,J2b1c1,J2b1c,J2b1d,J2b1e1,J2b1e,J2b1f,J2b1g,J2b1h,J2b1,J2b2,J2b,J2,J,U2e1f1,M1a1a1,M1a1a,M1a1b1a,M1a1b1b1,M1a1b1b,M1a1b1c,M1a1b1,M1a1b2,M1a1b,M1a1c,M1a1d,M1a1+16093,M1a1e1,M1a1e2,M1a1e,M1a1f,M1a1g,M1a1h,M1a1i,M1a1,M1a2a,M1a2b,M1a2,M1a3a,M1a3b1,M1a3b2,M1a3b,M1a3,M1a4a,M1a4,M1a5,M1a6,M1a7,M1a8a,M1a8,M1a,M1b1a,M1b1b,M1b1,M1b2a,M1b2b,M1b2c,M1b2,M1b,M1,M20,M51a1a,M51a1b,M51a1,M51a2,M51a,M51b1a,M51b1b,M51b1,M51b,M51,M1'20'51,M2a1a1a1,M2a1a1a,M2a1a1b1,M2a1a1b,M2a1a1,M2a1a2a1a,M2a1a2a1,M2a1a2a,M2a1a2,M2a1a3a1,M2a1a3a,M2a1a3b,M2a1a3+16093,M2a1a3,M2a1a+207,M2a1a,M2a1b,M2a1c,M2a1,M2a2a,M2a2,M2a3a,M2a3,M2a,M2b1a,M2b1b,M2b1,M2b2,M2b3a,M2b3,M2b4,M2b,M2a'b,M2c,M2,M3a1a,M3a1b,M3a1+204,M3a1,M3a2a,M3a2,M3a,M3b,M3c1a,M3c1b1a,M3c1b1b,M3c1b1,M3c1b,M3c1,M3c+152,M3c2,M3c,M3d1a1,M3d1a,M3d1,M3d,M3,M4a,M4b,M4,M65a1,M65a2,M65a+@16311,M65a,M65b,M65,M67,M4"67+16311,M18a,M18b,M18c,M18,M38a,M38b,M38c,M38+195,M38d,M38e,M38+199,M38,M18'38,M30a1,M30a2,M30a,M30b,M30c1a1,M30c1a,M30c1,M30c,M30d1,M30d2,M30d,M30e,M30+16234,M30f,M30g,M30,M37a1,M37a,M37d,M37+152+151,M37+152,M37e2,M37e,M37,M43a1,M43a,M43+16311,M43b,M43,M45a,M45,M54,M63,M64,M66a,M66b,M66,M4"67,M5a1a,M5a1b,M5a1,M5a2a1a1,M5a2a1a2,M5a2a1a,M5a2a1,M5a2a2,M5a2a3,M5a2a4,M5a2a,M5a2,M5a3a,M5a3b,M5a3,M5a4,M5a5,M5a,M5d,M5a'd,M5b1,M5b2a,M5b2b1a,M5b2b1,M5b2b,M5b2,M5b,M5c1,M5c2,M5c,M5b'c,M5,M6a1a,M6a1b,M6a1,M6a2,M6a,M6b,M6,M7a1a1a,M7a1a1,M7a1a2,M7a1a3,M7a1a4a,M7a1a4,M7a1a5a,M7a1a5,M7a1a6a,M7a1a6,M7a1a7,M7a1a8,M7a1a9,M7a1a,M7a1b1,M7a1b2,M7a1b,M7a1,M7a+16324,M7a2a1,M7a2a2,M7a2a3a,M7a2a3,M7a2a,M7a2,M7a,M7b1a1a1a,M7b1a1a1b1,M7b1a1a1b,M7b1a1a1c,M7b1a1a1d,M7b1a1a1,M7b1a1a2,M7b1a1a3,M7b1a1a,M7b1a1b,M7b1a1c1,M7b1a1c,M7b1a1d1,M7b1a1d,M7b1a1e1,M7b1a1e2,M7b1a1e,M7b1a1f,M7b1a1g,M7b1a1h,M7b1a1i1,M7b1a1i,M7b1a1+(16192),M7b1a1,M7b1a2a1a,M7b1a2a1b1,M7b1a2a1b,M7b1a2a1,M7b1a2a,M7b1a2,M7b1a,M7b1b,M7b1,M7b2a,M7b2,M7b,M7c1a1a1,M7c1a1a,M7c1a1b1,M7c1a1b,M7c1a1,M7c1a2a1,M7c1a2a,M7c1a2,M7c1a3a,M7c1a3,M7c1a4a,M7c1a4b,M7c1a4,M7c1a5,M7c1a,M7c1b1,M7c1b2a,M7c1b2b,M7c1b2,M7c1b,M7c1c1a1,M7c1c1a,M7c1c1,M7c1c2a,M7c1c2,M7c1c3a1,M7c1c3a,M7c1c3b,M7c1c3c,M7c1c3d,M7c1c3e,M7c1c3f,M7c1c3g,M7c1c3h,M7c1c3i,M7c1c3,M7c1c,M7c1,M7c2a,M7c2b,M7c2,M7c3,M7c,M7b'c,M7,M8a1a,M8a1,M8a2a1,M8a2a,M8a2b,M8a2+152,M8a2c,M8a2d,M8a2e,M8a2,M8a3a1,M8a3a,M8a3,M8a2'3,M8a,C1a,C1b1,C1b2,C1b3,C1b4,C1b5a,C1b5b,C1b5,C1b6,C1b7a,C1b7,C1b10,C1b+16311,C1b8a,C1b8,C1b9,C1b11,C1b12,C1b13a1,C1b13a,C1b13b,C1b13c1,C1b13c,C1b13d,C1b13e,C1b13,C1b14,C1b,C1c1a,C1c1b,C1c1,C1c2,C1c3,C1c4,C1c5,C1c6,C1c7,C1c+195,C1c8,C1c,C1d1a1,C1d1a,C1d1b1,C1d1b,C1d1c1,C1d1c,C1d1d,C1d1,C1d2a,C1d2,C1d3,C1d+194,C1d,C1e,C1f,C1,C4a1a1a,C4a1a1,C4a1a2a,C4a1a2,C4a1a3a1,C4a1a3a,C4a1a3b,C4a1a3c,C4a1a3d,C4a1a3,C4a1a4a,C4a1a4,C4a1a+195,C4a1a5,C4a1a6,C4a1a,C4a1b,C4a1,C4a2a1a,C4a2a1b,C4a2a1,C4a2a,C4a2b1,C4a2b2a,C4a2b2,C4a2b,C4a2c1,C4a2c2a,C4a2c2,C4a2c,C4a2,C4a,C4b1a,C4b1b,C4b1,C4b2a,C4b2,C4b3a1,C4b3a,C4b3b,C4b3,C4b5,C4b6,C4b7,C4b8a,C4b8,C4b,C4c1a,C4c1b,C4c1,C4c2,C4c,C4a'b'c,C4d,C4+152+16093,C4e,C4+152,C4,C5a1,C5a2a,C5a2b1,C5a2b,C5a2,C5a,C5b1a1,C5b1a,C5b1b1,C5b1b,C5b1,C5b,C5c1a,C5c1,C5c+16234,C5c,C5d1,C5d2,C5d,C5+16093,C5,C7a1a1,C7a1a2,C7a1a,C7a1c,C7a1d,C7a1,C7a2a,C7a2,C7a,C7b,C7+16051,C7,C,Z1a1a,Z1a1b,Z1a1,Z1a2a,Z1a2,Z1a3,Z1a,Z1,Z2,Z3a1a,Z3a1,Z3a2,Z3a,Z3b,Z3c,Z3d,Z3+709,Z3,Z4a1a1,Z4a1a,Z4a1,Z4a,Z4,Z7,Z+152,Z5,Z,CZ,M8,M9a1a1a,M9a1a1b,M9a1a1c1a,M9a1a1c1b1a1,M9a1a1c1b1a2,M9a1a1c1b1a,M9a1a1c1b1,M9a1a1c1b2,M9a1a1c1b,M9a1a1c1c,M9a1a1c1,M9a1a1c,M9a1a1d,M9a1a1,M9a1a2,M9a1a3,M9a1a,M9a1b1a1,M9a1b1a,M9a1b1b,M9a1b1c,M9a1b1,M9a1b2,M9a1b+150,M9a1b,M9a1,M9a4a1,M9a4a2,M9a4a,M9a4b,M9a4,M9a5,M9a,M9b,M9a'b,E1a1a1a,E1a1a1b1,E1a1a1b2,E1a1a1b,E1a1a1c,E1a1a1,E1a1a,E1a1b1,E1a1b2,E1a1b3,E1a1b4,E1a1b,E1a1c,E1a1,E1a2a1,E1a2a2,E1a2a3,E1a2a4,E1a2a,E1a2+(16261),E1a2,E1a,E1,E2a1a,E2a1,E2a2,E2a,E2b1,E2b2,E2b,E2,E,M9,M10a1a1a,M10a1a1b1,M10a1a1b2,M10a1a1b,M10a1a1,M10a1a,M10a1+16129,M10a1b,M10a1,M10a2,M10a,M10,M11a1,M11a2,M11a,M11b1a1,M11b1a,M11b1,M11b2,M11b,M11a'b,M11d,M11+200,M11c,M11,M12a1a1,M12a1a2,M12a1a,M12a1b,M12a1,M12a2,M12a,M12b1a1,M12b1a2a,M12b1a2b,M12b1a2,M12b1a,M12b1b,M12b1,M12b2a,M12b2,M12b,M12,G1a1a1,G1a1a2,G1a1a3,G1a1a4,G1a1a,G1a1b,G1a1,G1a2,G1a3,G1a2'3,G1a,G1b1,G1b2,G1b3,G1b4,G1b+16129,G1b,G1c1,G1c2,G1c,G1,G2a1b,G2a1c1,G2a1c2,G2a1c,G2a1+16189+16194,G2a1d1a,G2a1d1,G2a1d2a,G2a1d2,G2a1d,G2a1+16189,G2a1e,G2a1f1,G2a1f,G2a1g,G2a1h,G2a1,G2a2a,G2a2,G2a3a,G2a3,G2a4,G2a5,G2a+152,G2a,G2c,G2a'c,G2b1a1,G2b1a2,G2b1a,G2b1b,G2b1,G2b2a,G2b2b,G2b2c,G2b2,G2b,G2,G3a1a,G3a1,G3a2a,G3a2+152,G3a2,G3a1'2,G3a3,G3a,G3b1,G3b2,G3b,G3,G4,G,M12'G,M13a1a,M13a1b1,M13a1b,M13a1,M13a2,M13a,M13b1,M13b2,M13b,M13a'b,M13c,M13,M46a,M46,M61a,M61,M13'46'61+16362,M13'46'61,M14,M15,M17a,M17c1a1a,M17c1a1,M17c1a,M17c1,M17c,M17,M19,M53b,M53,M19'53,M21a,M21b1a,M21b1,M21b2,M21b+210,M21b,M21,M22a,M22b,M22,M23,M75,M23'75,M24a,M24b,M24,M41a1,M41a,M41b,M41c,M41,M24'41,M25,M26,M27a1a1,M27a1a2,M27a1a,M27a1b,M27a1,M27a2a,M27a2b,M27a2,M27a3,M27a,M27b1,M27b2a1,M27b2a,M27b2b1,M27b2b,M27b2c,M27b2,M27b,M27c,M27,M28a1,M28a2a,M28a2,M28a3,M28a4,M28a+204,M28a5a,M28a5b,M28a5,M28a6a,M28a6,M28a7a,M28a7b,M28a7,M28a,M28b1,M28b,M28,M29a,M29b1,M29b,M29,Q1a1a,Q1a1,Q1a,Q1b,Q1c1a,Q1c1,Q1c2a,Q1c2,Q1c,Q1+@16223,Q1d,Q1e1a1,Q1e1a,Q1e1b1,Q1e1b,Q1e1c,Q1e1,Q1e,Q1f1,Q1f2,Q1f,Q1,Q2a1,Q2a2a,Q2a2b,Q2a2,Q2a3a,Q2a3b,Q2a3,Q2a4,Q2a,Q2b,Q2,Q1'2,Q3a1,Q3a+61  62,Q3a,Q3b,Q3,Q,M29'Q,M31a1a,M31a1b,M31a1,M31a2,M31a,M31b1,M31b2,M31b,M31c,M31b'c,M31,M32a,M32c,M32,M56,M32'56,M33a1a,M33a1b,M33a1,M33a2a,M33a2,M33a3a,M33a3,M33a2'3,M33a,M33b1,M33b2,M33b,M33c,M33+16362,M33d,M33,M34a1a,M34a1,M34a2,M34a,M34b,M34,M57a,M57+152,M57b1,M57b,M57,M34'57,M35a1a,M35a1,M35a2,M35a,M35b1,M35b2,M35b3,M35b+16304,M35b4,M35b,M35+199,M35c,M35,M36a,M36b,M36c,M36d1,M36d,M36,M39a1,M39a2,M39a,M39b1,M39b2,M39b,M39c,M39,M70,M39'70,M40a1a,M40a1b,M40a1,M40a,M40,M42a,M42b1a,M42b1,M42b2,M42b,M42,M74a,M74b1,M74b2,M74b,M74,M42'74,M44a1,M44a,M44,M47,M48,M49a1,M49a2,M49a,M49c1,M49c,M49d,M49e1,M49e,M49,M50a1,M50a2,M50a,M50,M52a1a,M52a1b1,M52a1b,M52a1,M52a,M52b1a,M52b1,M52b,M52,M55,M77,M55'77,M58,M59,M60a1,M60a2,M60a,M60b,M60,M62a,M62b1a1,M62b1a,M62b1,M62b2,M62b+204,M62b,M62,M68a1a,M68a1,M68a2a,M68a2,M68a,M68,M62'68,M69a,M69,M71a1a,M71a1,M71a2,M71a,M71b,M71+151,M71c,M71,M72a,M72,M73a1,M73a,M73b,M73,M79,M73'79,M76a,M76,M81,M91a,M91b,M91,M80,D1a1,D1a2,D1a,D1b,D1c,D1d1,D1d2,D1d,D1e,D1f1,D1f2,D1f3,D1f+16189,D1f,D1g1a,D1g1b,D1g1,D1g2a,D1g2,D1g5,D1g+16189,D1g3,D1g4,D1g6,D1g,D1h1,D1h2,D1h,D1i1,D1i2,D1i,D1j1a1,D1j1a2,D1j1a,D1j1,D1j,D1k,D1m,D1n,D1,D4a1a1a,D4a1a1,D4a1a,D4a1b1,D4a1b,D4a1c,D4a1d,D4a1e1,D4a1e,D4a1f1,D4a1f,D4a1g,D4a1h,D4a1,D4a2a,D4a2b,D4a2,D4a3a1,D4a3a2,D4a3a,D4a3b1,D4a3b2,D4a3b,D4a3,D4a4,D4a+16294,D4a5,D4a6,D4a7,D4a8,D4a,D4b1a1a,D4b1a1,D4b1a2a1,D4b1a2a2,D4b1a2a,D4b1a2,D4b1a,D4b1b1a1,D4b1b1a,D4b1b1,D4b1b2,D4b1b,D4b1d,D4b1b'd,D3,D4b1c,D4b1,D4b2a1,D4b2a2a1,D4b2a2a2,D4b2a2a,D4b2a2b,D4b2a2,D4b2a,D4b2b1a,D4b2b1b,D4b2b1c,D4b2b1d,D4b2b1+146,D4b2b1,D4b2b2a1,D4b2b2a,D4b2b2b,D4b2b2c,D4b2b2,D4b2b3,D4b2b4,D4b2b5,D4b2b6,D4b2b7,D4b2b,D4b2d,D4b2,D4b,D4c1a1,D4c1a,D4c1b1,D4c1b2,D4c1b,D4c1,D4c2a,D4c2b,D4c2c,D4c2,D4c,D4d,D4e1a1,D4e1a2a,D4e1a2,D4e1a3,D4e1a,D4e1c,D2a1a,D2a1b,D2a1,D2a2,D2a,D2b1a,D2b1,D2b2,D2b,D2a'b,D2c,D2,D4e1,D4e3,D4e1'3,D4e2a,D4e2b,D4e2c,D4e2d,D4e2,D4e4a1,D4e4a,D4e4b,D4e4,D4e5a,D4e5b,D4e5,D4e,D4f1,D4f,D4g1a,D4g1b,D4g1c,D4g1,D4g2a1a,D4g2a1b,D4g2a1c,D4g2a1,D4g2a,D4g2b1a,D4g2b1,D4g2b,D4g2,D4g,D4h1a1,D4h1a2,D4h1a,D4h1b,D4h1c1,D4h1c,D4h1d,D4h1,D4h2,D4h3a1a1,D4h3a1a2,D4h3a1a,D4h3a1,D4h3a2,D4h3a3a,D4h3a3,D4h3a4,D4h3a5,D4h3a6,D4h3a7,D4h3a8,D4h3a9,D4h3a+@152,D4h3a,D4h3b,D4h3,D4h4a,D4h4,D4h,D4i1,D4i2,D4i3,D4i,D4j1a1a,D4j1a1b,D4j1a1,D4j1a2,D4j1a,D4j1b2,D4j1b,D4j1,D4j2a,D4j2,D4j3a1,D4j3a,D4j3,D4j11,D4j+16311,D4j4a,D4j4,D4j5a,D4j5,D4j6,D4j13,D4j+146,D4j7a,D4j7,D4j8,D4j9,D4j+(16286),D4j10,D4j12,D4j14,D4j15,D4j16,D4j,D4k,D4o1a,D4o1,D4o2a1,D4o2a,D4o2,D4o,D4p1,D4p,D4+195,D4l1a1,D4l1a,D4l1,D4l2a1,D4l2a2,D4l2a,D4l2b,D4l2,D4l,D4m1,D4m2a1a,D4m2a1,D4m2a,D4m2,D4m,D4n1a,D4n1,D4n2,D4n,D4q1a,D4q1,D4q,D4s,D4t,D4,D5a1a1,D5a1a2,D5a1a,D5a1,D5a2a1a1a,D5a2a1a1,D5a2a1a2,D5a2a1a,D5a2a1+@16172,D5a2a1b1,D5a2a1b,D5a2a1,D5a2a2,D5a2a+16092,D5a2a,D5a2b,D5a2,D5a3a1a,D5a3a1,D5a3a,D5a3,D5a,D5b1a1,D5b1a2,D5b1a,D5b1b1,D5b1b2,D5b1b,D5b1c1a,D5b1c1,D5b1c,D5b1d,D5b1,D5b2,D5b3a1,D5b3a,D5b3,D5b4,D5b,D5a'b,D5c1a,D5c1,D5c2,D5c+16311,D5c,D5,D6a1a,D6a1,D6a2,D6a,D6c1a,D6c1,D6c,D6,D+16189,D,M80'D,M
11465C	11465	VARIANT	B5a1d,U5a2c3a,U5a2c3,U8a1a2,A18,X2d1a
9903C	9903	VARIANT	K1c1c,X2n
7280T	7280	VARIANT	R30b2a,R30b2
13420T	13420	VARIANT	U5b2b1b
12662G	12662	VARIANT	H13a2a1,M15,D4s
3936T	3936	VARIANT	H12a,H12
16182T	16182	VARIANT	B4a1a1a16
14449G	14449	VARIANT	B4a1a3a1a,B4a1a3a1,B4a1a3a,B4a1a3
65.1T	65	INSERTION	M39a1,M39a2,M39a,M39b1,M39b2,M39b,M39c,M39
5985A	5985	VARIANT	F1a4a1,F1a4a
357G	357	VARIANT	L1b1a1,L1b1a4a,L1b1a4,L1b1a1'4,L1b1a2a,L1b1a2,L1b1a3a1,L1b1a3a,L1b1a3b,L1b1a3,L1b1a9,L1b1a15a,L1b1a15,L1b1a17,L1b1a18,L1b1a+189,L1b1a5,L1b1a6,L1b1a7a,L1b1a7,L1b1a8,L1b1a10a,L1b1a10b,L1b1a10,L1b1a12a,L1b1a12b,L1b1a12,L1b1a13,L1b1a14,L1b1a16,L1b1a,L1b1,L1b2a,L1b2,L1b3,L1b2'3,L1b
3140G	3140	VARIANT	M7b2a,M7b2,C1c3
10265C	10265	VARIANT	L4b2b1,L4b2b
